Language_ID	AUTOTYP_area	Longitude	Latitude
mawa1266	N Coast New Guinea	145.283	-4.61817
mawa1267	N Coast New Guinea	145.589	-5.2219
mawa1268	NE South America	-66.238404	3.11
mawa1270	African Savannah	18.2999	11.7461
mawa1271	NE South America	-58.5046	1.98815
mawc1242	Indic	73.9956	21.5724
mawe1251	N Coast New Guinea	139.752	-2.36944
maxa1247	NE South America	-40.7891	-16.9402
maxa1248	NE South America	-40.594224	-16.863682
maxi1236	African Savannah	1.78181	7.57292
maya1280	N Australia	140.337	-18.1147
maya1281	African Savannah	-2.72732	13.1811
maya1282	N Coast New Guinea	130.909	-1.22329
maya1285	Mesoamerica	-84.3439	14.1259
maye1238	African Savannah	24	4
mayi1234	N Australia	140.63	-20
mayi1235	N Australia	140.61	-19.25
mayi1236	N Australia	141.46	-18.56
mayk1239	N Australia	140.481	-20.4352
mayo1261	S Africa	27.8282	2.79827
mayo1262	Oceania	121.29	16.9984
mayo1264	Mesoamerica	-108.981	26.4522
mayo1270	NE South America	-70.038757	-4.979863
mayo1271	NE South America	-70.280457	-4.322858
mayo1272	NE South America	-69.873963	-4.289992
mayy1239	Southeast Asia	105.62218	17.98149
maza1291	Greater Mesopotamia	52.3009	36.241
maza1292	Mesoamerica	-95.2833	17.0156
maza1294	Mesoamerica	-96.8791	17.1547
maza1296	Mesoamerica	-96.8889	18.0829
maza1304	African Savannah	13.6873	10.175
maza1306	Southeast Asia	105.516304	23.546095
mbaa1245	S Africa	25.143	1.06885
mbab1239	N Australia	143.438	-20.1389
mbal1255	S Africa	16.027517	-17.578884
mbal1257	S Africa	18.041	-5.11888
mban1262	S Africa	22.06451	4.69967
mban1263	S Africa	19.4455	3.98003
mban1264	S Africa	17.4086	-9.15592
mban1268	S Africa	13.5956	-2.28729
mbar1253	N Australia	143.789	-14.529
mbar1254	N Australia	142.475904	-19.29
mbar1260	African Savannah	15.54	10.91
mbat1247	African Savannah	-3.70421	5.34421
mbat1248	S Africa	17.7529	3.94184
mbay1241	African Savannah	15.7328	8.23066
mbed1242	African Savannah	13.9322	10.466
mbee1249	African Savannah	8.82998	6.57067
mbee1250	African Savannah	11.0906	6.25838
mbel1240	African Savannah	0.95645	10.4532
mber1257	S Africa	14.2877	-0.477445
mbes1238	S Africa	22.8389	1.6207
mbes1239	African Savannah	10.407	6.31
mbiy1238	N Australia	142.2710997	-12.89620501
mboc1235	African Savannah	9.92766	5.13981
mbod1238	S Africa	28.018	1.11602
mboi1246	African Savannah	12.545	9.86954
mbok1243	S Africa	14.7935	0.43541
mbol1247	S Africa	24.0443	-0.57181
mbon1252	African Savannah	13.6471	5.7517
mbon1253	African Savannah	11.1316	6.82543
mbos1242	S Africa	15.5322	-1.23019
mbou1245	African Savannah	-16.970045	14.420649
mbow1246	S Africa	23.9819	-14.2941
mbre1244	African Savannah	-5.72944	8.20929
mbug1240	S Africa	38.3519	-4.72863
mbug1242	S Africa	35.8133	-3.75763
mbuk1240	S Africa	22.5026	-17.6827
mbuk1243	African Savannah	14.1677	10.7788
mbuk1244	African Savannah	10.415141	6.535575
mbul1258	African Savannah	-14.7372	10.8553
mbul1260	African Savannah	12.2439	9.60769
mbul1262	African Savannah	10.9924	4.50635
mbul1263	N Coast New Guinea	148.041	-5.66965
mbum1254	African Savannah	14.2722	7.5789
mbun1248	S Africa	36.5362	-8.19661
mbun1249	S Africa	21.9768	-14.603
mbur1239	African Savannah	9.81365	10.9276
mbuu1238	African Savannah	10.2556	6.53792
mbwe1238	S Africa	18.2243	-13.3267
mbya1239	SE South America	-52.711	-26.0188
meaa1237	Oceania	165.771	-21.4939
meak1234	N Coast New Guinea	143.783	-4.833
mede1237	N Coast New Guinea	145.425	-4.49918
medi1245	Andean	-78.5392	-1.04518
medi1249	S Africa	36.59766	-2.780485
medi1251	Greater Mesopotamia	28.955556	41.013889
medn1235	N Coast Asia	167.782	54.6601
medu1238	African Savannah	10.6118	5.10901
meen1242	Greater Abyssinia	35.6255	6.63207
mefe1242	African Savannah	13.8201	10.677
mega1243	Indic	91.6132	25.1292
megl1237	Europe	22.3782	41.1174
mehe1243	N Coast New Guinea	142.498	-3.70927
mehe1245	N Coast New Guinea	142.5109	-3.72792
mehi1240	NE South America	-53.521	-12.5364
mehr1241	Greater Mesopotamia	52.473	16.793
meke1243	S New Guinea	146.586	-8.23853
mekm1240	N Coast New Guinea	143.75	-4.47017
mekw1241	N Coast New Guinea	140.326	-2.52264
mele1250	Oceania	168.275	-17.6841
melk1242	Southeast Asia	106.31	12.95
melo1242	Greater Abyssinia	36.811	6.53916
melp1238	Interior New Guinea	144.34	-5.62644
memo1238	Indic	67.007	24.853
mend1261	African Savannah	10.2307	6.00034
mend1266	African Savannah	-10.9926	7.90935
mend1267	Southeast Asia	113.286	0.98794
mend1268	N Coast New Guinea	142.683	-3.67233
meng1263	African Savannah	11.3947	4.5932
meng1264	African Savannah	10.3377	5.71399
meng1267	Oceania	151.373	-5.47036
meni1247	NE South America	-39.0532429	-15.8814845
menk1238	African Savannah	9.69161	5.94639
meno1252	E North America	-88.6395	44.9794
ment1249	Southeast Asia	98.9401	-1.41092
ment1251	Southeast Asia	110.670512	-0.293181
meny1245	Interior New Guinea	146.071	-7.17425
meos1237	N Coast New Guinea	134.378	-2.07828
mepu1234	NE South America	-68.248917	-1.150313
mera1242	Oceania	151.528	-4.97468
mere1242	Oceania	166.905	-15.2839
mere1246	African Savannah	14.09	10.7458
meri1244	N Australia	143.773	-9.59575
merl1237	Oceania	168.053527	-14.450679
mero1237	N Africa	33.7333	16.9333
merr1239	N Coast New Guinea	134.731	-3.3828
meru1245	S Africa	37.7396	0.26484
merw1238	Indic	74.095	26.771
mesa1245	African Savannah	9.8723	6.32679
mesc1238	Basin and Plains	-105.566	33.1291
mese1244	N Coast New Guinea	147.137	-6.56072
mesk1242	E North America	-89	44
mesm1239	African Savannah	15.7018	9.28888
mesm1243	Greater Abyssinia	37.5742	7.53825
meso1252	Greater Mesopotamia	43.1095	33.8178
mesq1240	Greater Abyssinia	38.3386	8.10617
mess1244	Europe	17.860344	40.538334
meta1238	African Savannah	9.87416	5.88942
metl1238	Mesoamerica	-98.35138	17.1947
mewa1249	Indic	73.68	24.57
mewa1250	Indic	76.947	27.736
mexi1237	Mesoamerica	-98.5	19.75
meya1236	N Coast New Guinea	133.618	-1.18016
meym1234	Greater Mesopotamia	53.24	35.34
mezo1235	Mesoamerica	-97.5879	18.1442
mezq1235	Mesoamerica	-99.5564	20.2274
mfin1238	S Africa	16.2559	-4.26573
mfum1238	African Savannah	10.936386	6.6
miah1235	Mesoamerica	-96.6647	16.2197
miam1252	E North America	-90	40
mian1254	N Coast New Guinea	145.276	-4.42116
mian1256	N Coast New Guinea	141.523	-4.70881
miar1236	NE South America	-53.42	-12.5
mich1243	Basin and Plains	-99.9119	49.1681
mich1245	Mesoamerica	-103.361	18.3412
mich1246	Mesoamerica	-100.293	19.7239
midd1317	Europe	-1.11	51.65
midd1318	Europe	9.67	53.14
midd1321	Europe	5.34	51.656
midd1327	Interior New Guinea	146.399126	-6.88249
midd1343	Europe	10.599	48.254
midd1344	Southeast Asia	108.9	34.27
midd1350	Indic	78.97	26.61
midd1351	Inner Asia	108.6745	48.72618
midd1357	S Australia	152.780249	-29.042737
midd1366	Greater Mesopotamia	35.195	32.276389
midd1372	N Coast Asia	126.59918	37.93313
midg1235	Interior New Guinea	138.945	-4.06322
mido1240	African Savannah	27.2236	14.789
mids1243	African Savannah	22.4666	5.87893
miga1241	N Coast New Guinea	147.713	-6.33237
miga1249	African Savannah	18.9614	12.2367
miis1236	African Savannah	22.69	14.16
miju1243	Indic	97.0444	28.4732
mika1239	E North America	-84	31.5
mika1256	S Africa	15.951762	1.488279
mikm1235	E North America	-64	46
mila1245	Indic	95.186127	28.5539908
mili1235	Southeast Asia	100.611	24.115
mill1237	Andean	-67.569581	-31.79729
milt1241	African Savannah	17.4126	10.2347
milu1241	Alaska-Oregon	-124.258	43.3215
mily1238	Greater Mesopotamia	29.318611	36.356111
mimi1240	African Savannah	21.11324	13.827507
mimi1241	African Savannah	20.724106	14.302046
mina1267	Indic	74.5977	23.7425
mina1268	Southeast Asia	100.44	-0.896
mina1269	S New Guinea	150.501	-9.59922
mina1274	S New Guinea	144.011	-7.61717
mina1276	African Savannah	13.84054	10.38053
mina1279	Greater Mesopotamia	44.672778	16.166667
minb1244	Southeast Asia	118.32	27.05
mind1253	Southeast Asia	119.5	26
mind1255	N Coast New Guinea	146.15	-5.5
mind1263	Europe	-8.68866	39.5144
ming1252	Greater Mesopotamia	41.8719	42.5129
ming1254	African Savannah	11.295	9.25942
minh1238	Inner Asia	102.80434	36.33736
mini1251	N Coast New Guinea	152.005	-4.31803
mini1253	N Coast New Guinea	142.33	-3.59408
mini1256	NE South America	-73.1107	-1.54535
mink1237	N Australia	139.541931	-17.736653
minn1241	Southeast Asia	118.17	24.5
mino1236	Europe	24.99936	35.2072
mino1243	Southeast Asia	116.759	5.43348
minr1238	Southeast Asia	102.047	5.01108
mint1239	Southeast Asia	101.986	4.59376
miny1239	Indic	95.0537	28.2632
minz1235	Southeast Asia	117.376	26.0686
minz1236	Southeast Asia	105.5	23.33
miqi1235	Southeast Asia	102.301	25.3
mira1251	Europe	-6.38371	41.5375
mire1238	African Savannah	16.9932	9.69132
mirg1238	Indic	81.33599	23.43055
miri1266	N Australia	128.889	-16.3596
miri1270	NE South America	-69.7432	0.58896
miri1273	N Australia	128.73861	-15.77361
mirp1238	Indic	74.3713	33.5582
mish1244	African Savannah	9.33752	9.20477
misi1242	Indic	94.69	27.418
misi1243	S New Guinea	152.696	-10.6821
misk1235	Mesoamerica	-84.2942	15.1576
mith1236	S Australia	139.598447	-25.13606725
mitl1235	Mesoamerica	-97.1757	17.16
mitl1236	Mesoamerica	-96.29434	16.86849
mitt1253	African Savannah	29.0002	7.45616
mitu1240	S Africa	25.104	-1.57031
miuu1237	N Coast New Guinea	149.557	-5.88037
miwa1242	N Australia	126.921	-14.3484
mixe1288	Southeast Asia	92.74	11.67
mixi1241	African Savannah	-14.385	10.6822
mixt1425	Mesoamerica	-97.8791	17.3317
mixt1426	Mesoamerica	-96.2372	16.1724
miya1259	N Coast Asia	125.363	24.7564
miya1266	African Savannah	9.71505	10.923400000000001
miya1268	N Coast Asia	133.074929	34.178195
miyo1238	African Savannah	1.33302	9.94366
mlab1235	Southeast Asia	101.163	18.5533
mlah1239	Greater Mesopotamia	41.2209	37.0311
mlap1238	N Coast New Guinea	140.264	-2.57316
mlom1238	African Savannah	-16.5383	12.8318
mmaa1238	African Savannah	11.0599	4.52188
mmen1238	African Savannah	10.2541	6.43213
moba1244	African Savannah	0.159565	10.9496
mobi1236	E North America	-91.75	30.47
mobu1235	African Savannah	-4.47303	5.26847
mobw1234	Southeast Asia	96.6027	19.0443
moch1255	Europe	11.315	46.1064
moch1256	S Africa	37.3357	-3.33743
moch1257	Mesoamerica	-92.1734	15.4538
moch1259	Andean	-79	-8.01667
moco1246	SE South America	-60.4145	-28.097
moda1242	African Savannah	29.7355	6.1463
moda1244	Southeast Asia	116.573	0.80793
mode1248	Europe	23.13	38.36
modo1249	Oceania	127.752	1.40199
moer1240	N Coast New Guinea	145.458	-4.62246
mofu1248	African Savannah	14.0314	10.567
mofu1251	African Savannah	14.5	11
mogh1245	Greater Mesopotamia	62.28	34.25
mogu1251	African Savannah	18.6082	11.5199
moha1256	Basin and Plains	-114.599	34.8866
moha1258	E North America	-74.66836	43.72
mohe1244	E North America	-72.1701	41.8581
moic1236	S Africa	16.4556	-1.72413
moii1235	N Coast New Guinea	131.52	-0.96532
moik1239	S New Guinea	148.312	-9.60232
moin1241	S Africa	23.5035	1.20615
moji1238	Southeast Asia	104.15	23.2
moke1240	N Coast New Guinea	147.423	-2.01602
moke1242	Southeast Asia	98.6765	10.1474
moki1238	Oceania	159.776	6.65651
mokk1243	Southeast Asia	99.5821	18.9117
mokl1243	Southeast Asia	98.3176	8.16761
moko1243	African Savannah	3.05998	11.0438
mokp1238	S Africa	25.043698	-1.95077
mokp1239	African Savannah	9.23887	4.24178
moks1248	Inner Asia	42.6728	54.1855
moks1249	Oceania	128.654	-3.098
mola1238	Alaska-Oregon	-122.857	44.556
molb1237	Southeast Asia	117.030502	7.956663
mold1243	Inner Asia	28.694	47.107
mole1238	African Savannah	9.61289	1.3718
mole1239	N Coast New Guinea	146.525207	-5.663114
moli1248	S New Guinea	150.614	-9.57457
molm1235	N Coast New Guinea	141.806	-3.38127
molo1257	African Savannah	33.5677	10.793
molo1262	N Coast New Guinea	140.557	-3.41946
molo1266	African Savannah	14.2521	10.7933
moma1242	Oceania	120.009	-1.4313
moma1243	N Coast New Guinea	147.79	-6.3409
moma1245	Inner Asia	143.222	66.4543
momb1254	African Savannah	-3.664799	14.376155
momi1242	Interior New Guinea	139.821	-4.812
momj1237	African Savannah	12.7473	8.8658
momu1241	S New Guinea	139.26	-5.04431
mona1241	Europe	12.452	41.9026
mond1265	N Coast New Guinea	146.931	-2.01359
mond1267	Southeast Asia	105.416304	23.446095
mong1264	Inner Asia	107.528	48.6852
mong1330	Inner Asia	109.005	48.7686
mong1338	S Africa	20.4259	-1.54228
mong1342	Oceania	124.114	0.64616
mong1344	N Coast New Guinea	143.965	-4.30038
mong1345	S Africa	29.5637	2.80983
moni1237	Mesoamerica	-85.1746	13.5343
moni1261	Interior New Guinea	136.886	-3.72962
monn1252	Southeast Asia	98.122465	15.49394
mono1268	Southeast Asia	108.348	14.5948
mono1269	African Savannah	14.2254	8.78372
mono1270	S Africa	19.8264	4.57915
mono1273	Oceania	155.76	-7.05102
mono1275	California	-119.347	37.1935
mons1234	Southeast Asia	94.2164	24.5322
mont1268	E North America	-68.7376	49.0533
mont1271	Mesoamerica	-97.721489	17.533751
mont1280	African Savannah	9.65014	9.01778
monz1249	S Africa	18.5129	3.19008
mooo1239	African Savannah	11.204	9.44081
moos1236	E North America	-80.6912	51.068600000000004
mopa1243	Mesoamerica	-89.0673	16.3533
mora1239	N Coast New Guinea	131.965	-1.04083
mora1273	S New Guinea	148.671	-10.1321
morb1239	N Coast New Guinea	132.845	-2.85747
more1258	N Coast New Guinea	144.988	-4.57497
more1259	Mesoamerica	-99.1322	18.9161
more1262	NE South America	-61.3858	-8.66822
mori1267	Oceania	-176.433333	-44.033333
mori1268	Oceania	121.37	-2.56016
mori1269	Oceania	121.035	-2.2555
mori1271	S New Guinea	143.88	-7.62961
mori1273	NE South America	-73.126831	-5.634573
mori1278	Southeast Asia	57.5517	-20.2613
morm1235	N Coast New Guinea	135.95	-2.87055
moro1242	N Africa	-7.69607	32.139
moro1281	African Savannah	17.64653	12.14611
moro1284	African Savannah	30.0229	5.5103
moro1285	African Savannah	30.2138	10.9194
moro1286	Oceania	166.891	-15.3498
moro1287	Oceania	121.824	-4.62361
moro1289	S New Guinea	140.688	-8.5692
moro1292	N Africa	-7.5	32.5
mort1237	Oceania	153.710778	5.50735
moru1253	African Savannah	30.3287	5.1232
mosa1240	Southeast Asia	95.9001	27.0964
mose1249	NE South America	-67.83756	-14.64448
mosi1247	S Africa	37.1869	-5.43471
mosi1248	N Coast New Guinea	145.605	-4.95226
mosk1236	N Coast New Guinea	133.145	-1.62201
moss1236	African Savannah	-1.32	11.95
mota1237	Oceania	167.690924	-13.835361
motl1237	Oceania	167.706277	-13.655015
motu1246	S New Guinea	147.424	-9.67492
mouk1239	N Coast New Guinea	149.158	-5.71155
moun1252	S New Guinea	147.384	-9.06973
moun1257	E North America	-125.75	63
mouw1234	S New Guinea	143.808	-7.442
move1241	Interior New Guinea	145.42	-6.358
movi1243	NE South America	-65.6348	-13.8115
moya1235	Oceania	120.702	17.4232
moyo1238	Southeast Asia	94.3421	24.4793
moza1235	S Africa	34.613	-19.811
moza1249	Europe	-1.79724	37.8763
moza1251	S Africa	38.892	-12.923
mpad1242	African Savannah	14.446893	12.561391
mpal1237	N Australia	142.4853284	-12.16733589
mpam1239	S Africa	17.685662	-0.739203
mpie1238	African Savannah	15.5246	3.45776
mpii1239	Southeast Asia	100.21	18.1717
mpin1234	S Africa	13.72	-10.76
mpon1254	African Savannah	14.866	3.14015
mpot1240	S Africa	34.71269	-11.13767
mpot1241	Oceania	167.232	-15.8988
mpra1235	African Savannah	-1.25	8.867
mpuo1241	S Africa	19.4269	-5.21134
mpur1239	N Coast New Guinea	133.166	-0.7489
mroc1235	Southeast Asia	93.995	19.71
mruu1242	Indic	90.6317	24.154
mser1242	African Savannah	15.0373	11.9765
mtir1235	Oceania	123.463	13.4566
mtir1236	Oceania	123.552	13.4588
mual1241	Southeast Asia	111.077	0.31083
muan1234	Southeast Asia	105.182285	23.631962
muba1238	S New Guinea	142.998	-7.5501
mubi1246	African Savannah	19.5902	12.6893
muda1235	Southeast Asia	100.6	21.95
mudb1240	N Australia	132.329	-16.7694
mudh1235	Indic	83.378	18.276
mudu1239	Indic	76.5627	11.062
mudu1241	Indic	75.1061	12.6224
mudu1242	N Coast New Guinea	149.489	-4.69751
mufi1238	N Coast New Guinea	142.955	-3.57932
mugo1238	Indic	79.4664	30.8983
muin1242	NE South America	-72.4249	-0.8652
mukh1238	Indic	81.5663	17.4467
mukl1234	Indic	96.427282	27.626127
mukl1235	Southeast Asia	95.7121	26.9944
muku1242	African Savannah	18.1822	11.8644
mula1253	Southeast Asia	108.928	24.8151
mula1254	S New Guinea	147.45	-9.68333
mull1237	N Australia	130.664	-13.427
mull1244	Indic	76.7	11.29
mulu1243	N Australia	145.329	-17.0601
mumm1238	N Coast New Guinea	145.059	-4.83462
mumv1239	Indic	71.343918	35.673579
muna1247	Oceania	122.541	-5.40419
munc1235	Southeast Asia	94.3929	20.289
mund1320	Indic	85.85	23.03
mund1321	Indic	87.1792	25.0391
mund1325	African Savannah	14.4751	9.83195
mund1326	African Savannah	29.9967	4.22755
mund1327	African Savannah	9.91533	5.68073
mund1328	African Savannah	10.2704	6.59969
mund1330	NE South America	-57.691	-8.41095
mund1334	African Savannah	8.76875	9.15151
mung1266	African Savannah	10.0294	5.89752
mung1269	N Coast New Guinea	135.918	-1.66773
mung1272	N Coast New Guinea	146.747	-6.46208
muni1257	N Coast New Guinea	145.548	-5.24329
muni1258	NE South America	-76.426712	-5.7441796
munj1244	Indic	70.9404	35.9321
muns1251	E North America	-74.17	41.11
munu1238	N Australia	126.754387	-14.700834
muon1246	Southeast Asia	105.186	20.7374
mura1271	N Coast New Guinea	146.54	-5.74416
mure1235	NE South America	-62.2020909	-13.636709
muri1259	Southeast Asia	114.434	3.7519
muri1260	N Coast New Guinea	144.166	-3.86959
murk1238	N Coast New Guinea	140.913	-4.07548
murl1244	African Savannah	33.988	6.69756
murp1234	N Coast New Guinea	146.522	-5.6642
murr1258	N Australia	129.70152	-14.74852
murs1242	Greater Abyssinia	36.0971	5.69801
muru1266	S Australia	146.546	-28.9618
muru1273	N Coast New Guinea	145.606	-5.0245
muru1274	NE South America	-73.8331	-1.13669
musa1263	Indic	87.5304	26.7329
musa1265	N Coast New Guinea	145.413	-4.70258
musa1266	Interior New Guinea	145.197	-5.37407
muse1242	African Savannah	15.4115	9.81612
musg1254	African Savannah	15.1065	10.8439
mush1238	S Africa	42.6626	0.00689
musi1241	Southeast Asia	103.945	-2.93987
musk1256	African Savannah	15.4113	11.5697
musl1236	Greater Mesopotamia	46.645589	41.425062
muso1238	N Coast New Guinea	146.93	-6.53817
muss1246	N Coast New Guinea	149.624	-1.44105
muth1236	Indic	76.7328	10.3524
muts1243	California	-121.44911	36.84721
mutu1242	N Coast New Guinea	148.014	-5.79405
muya1239	Southeast Asia	102.205	29.8226
muya1243	African Savannah	14.21246	10.86047
muyu1244	S New Guinea	152.731	-9.195
muzi1235	Southeast Asia	103.464	23.086
mvan1238	African Savannah	11.1843	6.75724
mvub1239	S Africa	29.6656	0.7398
mwag1236	African Savannah	8.96522	9.47205
mwal1237	S Africa	43.741	-12.3164
mwan1247	S Africa	40.4601	-12.5821
mwan1250	African Savannah	-5.9457700000000004	7.87533
mwat1237	S New Guinea	151.066	-10.0271
mwen1238	S Africa	22.45046	-14.73379
mwer1247	S Africa	34.8959	-11.3304
mwer1248	S Africa	38.8762	-9.75639
mwes1234	S Africa	13.30037	0.086134
mwim1241	S Africa	37.5939	-0.11968
mwin1241	Greater Abyssinia	43.56061	0.93435
myce1241	Europe	22.82	37.73
myen1241	S Africa	9.50247	-1.48741
mzie1235	Southeast Asia	93.71	25.4779
naaa1245	Indic	93.248908	28.431524
naab1241	Indic	87.3409	27.6926
naas1242	Oceania	155.632	-6.46022
naba1253	African Savannah	18.0777	12.7868
naba1256	N Coast New Guinea	146.966	-6.42709
nabi1239	N Coast New Guinea	142.329	-3.52828
nabi1240	African Savannah	-0.671111	10.857778
nach1240	Indic	86.7001	27.4202
nade1244	NE South America	-66.3068	-1.24449
nafa1258	African Savannah	-2.51001	8.00522
nafi1237	N Coast New Guinea	146.815	-6.43306
nafr1241	N Coast New Guinea	140.727	-2.65036
nafu1238	N Africa	9.83329	33.4398
naga1394	Southeast Asia	93.4438	25.2508
naga1399	Indic	75.8519	25.5399
nage1237	Oceania	121.31	-8.70513
nagu1244	African Savannah	13.4264	8.7162
naha1261	Indic	74.827	21.43
naha1262	Indic	81.97747	20.4118
nahe1238	Indic	96.038901	27.238106
naii1241	N Coast New Guinea	141.273	-3.73034
najd1235	Greater Mesopotamia	42.1773	30.3371
naka1260	N Australia	134.32729	-12.07653
naka1262	N Coast New Guinea	150.888	-5.59931
naka1263	Oceania	128.516	-2.85543
naka1264	N Coast New Guinea	146.782	-6.41424
naka1265	S New Guinea	140.512	-5.19377
nake1240	N Coast New Guinea	145.655	-5.09087
naki1238	African Savannah	10.2378	6.62784
nakw1240	N Coast New Guinea	141.601	-4.27412
nalc1240	Interior New Guinea	139.883	-4.26068
nali1244	N Coast New Guinea	151.332	-2.94411
nali1245	N Coast New Guinea	147.202	-2.14273
nalo1235	Oceania	165.8	-10.8
nalu1239	Southeast Asia	102.598	25.97
nalu1240	African Savannah	-14.8188	11.0397
nama1264	S Africa	17.9767	-25.0747
nama1266	S New Guinea	141.706	-8.66403
nama1267	S New Guinea	141.641	-8.827
nama1268	Oceania	168.569	-16.8979
namb1291	S Africa	26.0394	-19.0899
namb1293	S New Guinea	141.931	-8.74501
name1237	Southeast Asia	106.435	22.4189
nami1249	S Africa	17.048	-22.6
nami1256	N Coast New Guinea	141.788	-3.85538
nami1258	S New Guinea	148.166	-9.18089
naml1240	N Coast New Guinea	140.66	-3.58
namm1235	Inner Asia	99.43	36.11
namo1246	S New Guinea	141.824	-9.12416
namo1247	Oceania	149.685202	8.584627
namo1248	Oceania	177.637	-18.5308
namu1246	Southeast Asia	101.898	28.5909
namu1249	Oceania	120.975435	-8.578948
nana1257	N Coast Asia	134.79726	48.43426
nana1261	African Savannah	-0.949953	5.245634
nanc1253	African Savannah	16.1282	9.31975
nanc1254	Southeast Asia	115.857468	28.706609
nand1264	S Africa	29.0243	-0.24904
nand1266	S Africa	35.408478	0.793737
nane1238	African Savannah	-4.92148	11.7548
nang1256	Indic	70.90901	34.978375
nang1259	N Australia	131.237	-14.268
nang1261	African Savannah	-3.02	14.49
nang1262	Oceania	165.887	-10.7441
nanj1234	Southeast Asia	118.4575646	32.0989607
nank1250	N Coast New Guinea	146.464	-5.80804
nann1239	Southeast Asia	108.366165	22.848716
nant1249	E North America	-74.98648	39.67781
nant1250	NE South America	-72.3507	-12.1018
nanu1240	N Coast New Guinea	143.937	-4.71731
nape1237	NE South America	-63.1	-15.3
napo1242	NE South America	-76.3889	-0.072525
napu1241	Oceania	120.338	-1.43707
nara1262	Greater Abyssinia	37.499	15.3251
nara1263	Oceania	167.047	-15.5259
nara1264	Interior New Guinea	144.754	-5.5591
nara1265	N Coast New Guinea	139.876	-3.43594
nari1240	African Savannah	33.3312	4.80331
nari1241	S Australia	144.34507	-34.53088
naro1249	S Africa	20.7458	-22.0939
naro1251	Southeast Asia	114.011	4.42115
narp1239	Indic	84.22852	28.76714
narr1259	S Australia	140.158	-36.2301
naru1238	S Australia	137.535	-34.69
nasa1239	Southeast Asia	103.5719	-4.8652
nasa1240	Oceania	167.414	-16.3497
nask1242	E North America	-61.1318	55.9316
nasv1234	Oceania	167.639563	-16.458173
nata1238	Andean	-75.0333	4.16665
nata1252	Greater Mesopotamia	51.9538	33.4593
nata1254	Oceania	121.59	23.9386
natc1249	E North America	-91.33	31.75
nate1242	African Savannah	1.21879	10.5191
nath1238	S Africa	39.9062	-16.0973
nati1243	African Savannah	-5.19517	10.7176
nati1244	Oceania	167.496054	-16.468709
natu1246	Oceania	165.835	-10.6771
natu1248	NE South America	-36.8493409	-10.1856656
natu1249	Oceania	165.835	-10.6771
naue1237	Oceania	126.741	-8.70733
nauk1242	N Coast Asia	-171.755	65.5184
naun1237	N Coast New Guinea	148.201	-2.21213
nauo1235	S Australia	135.828014	-33.79661078
naur1243	Oceania	166.922	-0.52957
nava1243	Basin and Plains	-109.38	36.33
navu1237	Oceania	166.798	-15.3169
navw1234	Oceania	167.554419	-16.502947
nawa1239	NE South America	-72	-7.68
nawa1258	S New Guinea	148.237	-9.37935
nawa1259	Basin and Plains	-104.45	41.316
nawd1238	African Savannah	0.58553	7.17037
nawu1242	African Savannah	0.04947	8.45116
naxi1245	Southeast Asia	100	27.5
naxi1246	Southeast Asia	100.18172	27.45988
naxi1247	Southeast Asia	110.22221	27.0769
nayi1242	Greater Mesopotamia	53.521	34.2212
nayi1243	Greater Abyssinia	36.3813	6.88202
ncan1245	African Savannah	10.5312	6.50696
nchu1238	African Savannah	-1.30881	7.6302
ndai1238	African Savannah	14.2888	8.09039
ndak1241	S Africa	27.9693	1.53341
ndak1242	African Savannah	11.03	6.7
ndal1241	S Africa	33.6118	-9.88948
ndam1239	S Africa	36.0271	-8.40485
ndam1251	African Savannah	17.326	9.79369
ndam1254	S Africa	12.77	-0.82
ndan1241	African Savannah	10.3942	5.14715
ndas1238	S Africa	13.369465	-2.449015
ndau1241	S Africa	33.1739	-20.1239
ndeg1238	African Savannah	10.47	7.065
ndem1249	African Savannah	10.2197	4.58061
nden1248	S Africa	38.958	-7.54628
nden1249	S Africa	36.0105	-10.4203
nden1250	African Savannah	8.49836	6.17426
ndin1245	African Savannah	30.7306	10.2741
ndob1238	S Africa	18.6151	1.32539
ndoe1238	African Savannah	8.69131	6.08134
ndog1248	African Savannah	27.5588	7.73028
ndol1238	S Africa	19.4087	2.15101
ndom1244	S Africa	13.37097	-12.96548
ndom1245	S New Guinea	138.019	-7.93553
ndon1252	S Africa	38.1253	-10.5584
ndon1254	S Africa	17.35	-17.22
ndoo1241	African Savannah	11.3096	7.2884
ndoo1242	S Africa	30.5652	2.68546
ndru1234	S Africa	30.870201	2.250128
ndug1245	Interior New Guinea	138.411	-4.34043
ndum1239	S Africa	13.7279	-1.67033
ndun1249	S Africa	21.5755	2.3886
ndun1251	African Savannah	11.11047	6.73205
ndut1239	African Savannah	-16.9811	14.925
ndyu1241	NE South America	-56.0182	2.94789
ndyu1242	NE South America	-54.6419	4.3126
ndze1235	African Savannah	10.66	6.07
ndzw1235	S Africa	44.3709	-12.2123
neap1235	Europe	16.4225	39.2288
nede1245	Oceania	124.192	-8.28776
nefa1235	Indic	96.349	27.688
nege1240	Southeast Asia	102.291	2.66503
nege1244	Mesoamerica	-64.8922	18.3416
negi1245	N Coast Asia	139.20575	52.96584
neha1247	Oceania	154.2	-4.56875
nekg1240	N Coast New Guinea	146.253	-5.64364
nekk1240	N Coast New Guinea	146.841	-6.37697
neko1240	N Coast New Guinea	146.306	-5.60034
neku1237	Oceania	165.578	-21.6524
neme1244	S New Guinea	141.849	-8.44877
